vocation,gender
betongvaruarbetare,unknown
betprovare,unknown
betrensare,unknown
betsare,unknown
betskötare,unknown
bettvättare,unknown
betupptagare,unknown
betupptägare,unknown
bevakningschef,unknown
bevakningsinspektör,unknown
bevakningskonsulent,unknown
bevakningsman,unknown
bibelkvinna,female
bibliograf,unknown
bibliotekarie,unknown
biblioteksamanuens,unknown
biblioteksassistent,unknown
biblioteksbiträde,unknown
bibliotekschefkulturchef,unknown
bibliotekschef,unknown
biblioteksförestandare,unknown
biblioteksinnehaverska,female
bibliotekskanslist,unknown
bibliotekskonsulent,unknown
biblioteksrad,unknown
biblioteksvaktmästare,unknown
bigtfar,male
bijouteriarbetare,unknown
biktfader,male
biktfadren,male
biktfar,male
biläkeriägare,unknown
bilarbetare,unknown
bilavsynare,unknown
bilbaneskötare,unknown
bilbärgare,unknown
bilbesiktningsman,unknown
bilbiträde,unknown
bildäcksarbetare,unknown
bildarkivarie,unknown
bildbyråchef,unknown
bildbyraförestandare,unknown
bildemontör,unknown
bildestruktör,unknown
bildetaljschef,unknown
bildhugaren,unknown
bildhuggare,unknown
bildhuggarinna,female
bildhuggeriarbetaren,unknown
bildingenjör,unknown
bildirigent,unknown
bildkonstnär,unknown
bildmixer,unknown
bildningskonsulent,unknown
bildproducent,unknown
bildredaktör,unknown
bildskärare,unknown
bildskärmsoperatör,unknown
bildsnidare,unknown
bilelektriker,unknown
bilexpressinnehavare,unknown
bilfabriksarbetare,unknown
bilförare,unknown
bilförman,unknown
bilförsäljare,unknown
bilförvaltare,unknown
bilglasmästare,unknown
bilhandlare,unknown
bilinspektör,unknown
bilinstruktör,unknown
biljardmästare,unknown
biljättförsäljare,unknown
biljettör,unknown
biljettförsäljare,unknown
biljettförsäljerska,female
biljettförsäljningsbiträde,unknown
biljettgranskare,unknown
biljettkassör,unknown
biljettmottagare,unknown
biljettryckare,unknown
bilkablagemontör,unknown
billackerare,unknown
billastare,unknown
billots,unknown
bilmekaniker,unknown
bilmontör,unknown
bilplatslagare,unknown
bilpolerare,unknown
bilprovare,unknown
bilradiomontör,unknown
bilrekonditionerare,unknown
bilreparatör,unknown
bilsadelmakare,unknown
bilskadeinspektör,unknown
bilskadereglerare,unknown
bilskadereparatör,unknown
bilskadetekniker,male
bilskolechef,unknown
bilskoledirektör,unknown
bilskoledirektor,unknown
bilskoleinnehavare,unknown
bilskoleinstruktör,unknown
bilskolelärare,unknown
bilskrotare,unknown
bilsmörjare,unknown
biltapetserare,unknown
biltekniker,unknown
biltestare,unknown
biltvättare,unknown
biluthyrare,unknown
bilvardare,unknown
bilvärderingsman,unknown
bilvardschef,unknown
bilverkmästare,unknown
bilverkstadsägare,unknown
bimsare,unknown
bindare,unknown
binderska,female
bindfabriksarbeterska,female
bindgarnsarbetare,unknown
bindgarnsstriperska,female
bindsulritsare,unknown
bindsulspikare,unknown
bindsyare,unknown
bingeskötare,unknown
bingobiträde,unknown
bingovärdinna,female
biodlare,unknown
biografägare,unknown
biografbiträde,unknown
biografdirektör,unknown
biografförestandare,unknown
biografinnehaverska,female
biografkassörska,female
biografkassör,unknown
biografmaskinist,unknown
biografstädare,unknown
biograftekniker,unknown
biografvaktmästare,unknown
biolog,unknown
birfilare,unknown
birkahöfding,male
bisättningskarl,male
biskötare,unknown
biskopinna,female
biskopsvikarie,male
biskop,male
bisp,unknown
biståndsminister,unknown
biträdesman,male
biträde,unknown
björnskytten,unknown
blåanlöpare,unknown
bladfjäderarbetare,unknown
bladfjädersmed,unknown
bladriktare,unknown
bladskotare,unknown
bladslipare,unknown
bladsmärglare,unknown
bladstansare,unknown
bladvikare,unknown
blåjacka,unknown
blåmålare,unknown
blandarskötare,unknown
blandningsuppvägare,unknown
blanerska,female
blankettekniker,unknown
blankettkonstruktör,unknown
blankettkonsulent,unknown
blankettritare,unknown
blankettsäljare,unknown
blankglasmästare,unknown
blanksmörjefabrikant,male
blanksmörjsarbeterska,female
blanksticksgravör,unknown
blankvalsarbetare,unknown
blanrensare,unknown
blanruskare,unknown
blåsinstrumentmakare,unknown
blasmaskinskötare,unknown
blästermaskinist,unknown
blästrare,unknown
bleckarbetare,unknown
bleckavsynare,unknown
bleckslagare,unknown
bleckslagerifabrikör,unknown
bleckslagerifabrikor,unknown
bleckvaruarbetare,unknown
blekeriförman,unknown
blekmästare,unknown
blekmedelsberedare,unknown
blekvätskeberedare,unknown
blindlärare,unknown
blindskriftskopist,unknown
blindskriftsstereotypör,unknown
blindvardskonsulent,unknown
blixtlåsarbetare,unknown
blockbandsagare,unknown
blockchef,unknown
blockföreståndare,unknown
blockgjutare,unknown
blockstenhuggare,unknown
blockstenskärare,unknown
blockstensmurare,unknown
blomförsäljerska,female
blomsteraffärsbiträde,unknown
blomsterarbeterska,female
blomsterbindare,unknown
blomsterbinderska,female
blomsterdekoratör,unknown
blomsterförsäljare,unknown
blomsterförsäljerska,female
blomsterflicka,female
blomsterhandelsbiträde,unknown
blomsterhandlare,unknown
blomsterhandlerska,female
blomstermålarinna,female
blomstermontör,unknown
blomsterodlare,unknown
blomsterplockerska,female
blomsterträdgårdsmästare,unknown
blyarbetare,unknown
blyavsynare,unknown
blyborrare,unknown
blyertsfabriksarbetare,unknown
blyglasmästare,unknown
blyhyttearbetare,unknown
blykabelarbetare,unknown
blykokare,unknown
blylödare,unknown
blypressare,unknown
blyraffinerare,unknown
blysmältare,unknown
blytrådarbetare,unknown
blyverksarbetare,unknown
boardfabriksarbetare,unknown
boardfabriksförman,unknown
bobby,unknown
bobinarbetare,unknown
bobinavsynare,unknown
bobinkörare,unknown
bobinlindare,unknown
bobinsnickare,unknown
bobinsvarvare,unknown
bobinverkmästare,unknown
bockarbetare,unknown
bocksagare,unknown
bodägarinna,female
bodbetjänt,unknown
bodbetjent,unknown
bodbiträde,unknown
boddräng,male
bodförestånderska,female
bodfröken,female
bodgosse,male
bodkarl,male
bodmamsell,female
bodrestauratris,female
bodyguard,unknown
boerpojke,male
bogserbatsarbetare,unknown
bogserbatsbefälhavare,unknown
bogserbatsförare,unknown
bogserbatsmaskinist,unknown
bohÃªmeskald,unknown
bohêmeförfattare,unknown
bohêmeskald,unknown
bohem,unknown
bokagent,unknown
bokarbeterska,female
bokbindaregesäll,unknown
bokbindare,unknown
bokbinderiarbetare,unknown
bokbinderiarbeterska,female
bokbinderibiträde,unknown
bokbinderichef,unknown
bokbinderielev,female
bokbinderiföreståndare,unknown
bokbinderiförestånderska,female
bokbinderiförman,unknown
bokbinderiidkerska,female
bokbinderimaskinoperatör,unknown
bokbinderimästare,unknown
bokbinderiverkmästare,unknown
bokbinderska,female
bokbussbibliotekarie,unknown
bokbusschaufför,unknown
bokbussförestandare,unknown
bokförare,unknown
bokförerska,female
bokförgyllare,unknown
bokföringsassistent,unknown
bokföringsbiträde,unknown
bokföringschef,unknown
bokföringskontorist,unknown
bokföringsmaskinoperatör,unknown
bokföringsmaskinreparatör,unknown
bokförläggare,unknown
bokförlagsbiträde,unknown
bokförlagsinnehaverska,female
bokförlagstjänsteman,unknown
bokhållareelev,female
bokhållare,unknown
bokhållerska,female
bokhandelsarbeterska,female
bokhandelsbiträde,unknown
bokhandelsdräng,male
bokhandelselev,female
bokhandelsförestandare,unknown
bokhandlare,unknown
bokhandlerska,female
bokkommissionär,unknown
bokkonstnär,unknown
bokningschef,unknown
bokningskontorist,unknown
bokningstjänsteman,unknown
boktryckaredräng,male
boktryckare,unknown
boktryckeriarbetare,unknown
boktryckeriarbeterska,female
boktryckerielev,female
boktryckeriinnehavare,unknown
boktryckerikonstförvandt,unknown
boktryckerska,female
bokuppsättare,unknown
bokutlanare,unknown
bolagist,male
bolagsförestånderska,female
bolagsjurist,unknown
bolagsman,male
bollkung,male
bomarbetare,unknown
bomavtägare,unknown
bomfaktor,unknown
bomförman,unknown
bominläggare,unknown
bomkarl,male
bomullsappreturarbetare,unknown
bomullsarbeterska,female
bomullsavsynare,unknown
bomullsfabriksarbetare,unknown
bomullsfabriksarbeterska,female
bomullsrenseriarbetare,unknown
bomullssorterare,unknown
bomullsspinnare,unknown
bomullsspinneriarbeterska,female
bomullsspinnerifabriksarbeterska,female
bomullsvävare,unknown
bomullsväverska,female
bomvakt,unknown
bonarförman,unknown
bonddräng,male
bonddrottning,female
bondechef,unknown
bondehöfding,male
bondekvinna,female
bondeman,male
bondeprinsessa,female
bondevakt,unknown
bonde,unknown
bondfru,female
bondgubbe,male
bondkäring,female
bondkärring,female
bondkomiker,unknown
bondkrögerska,female
bondkvinna,female
bondmadam,female
bondpiga,female
bondqvinna,female
bondskräddare,male
bookmaker,unknown
bordellmamma,female
borderare,unknown
bordhyvlare,unknown
bordsarbetare,unknown
bordtennisförestandare,unknown
borgafru,female
borgarefru,female
borgaremadam,female
borgare,unknown
borgarflicka,female
borgarfröken,female
borgarfru,female
borgarjungfru,female
borgarmadam,female
borgarpojke,male
borgarqvinna,female
borgarradssekreterare,unknown
borgarråd,unknown
borgersman,male
borgesman,male
borgfogde,unknown
borgfröken,female
borgfru,female
borggrefvinna,female
borgherre,male
borgherr,male
borgmästare,unknown
borgmästarinna,female
borgmästar,male
borgrättsassessor,unknown
borgrättsnotarie,unknown
borgslagsarbetaren,unknown
borrare,unknown
borrarförman,unknown
borrarforman,unknown
borringenjör,unknown
borrmaskinreparator,unknown
borrmaskinställare,unknown
borrmästare,unknown
borrningsförman,unknown
borrpolerare,unknown
borrslipare,unknown
borrsmed,unknown
borrsorterare,unknown
borrstalsborrare,unknown
borrvagnsförare,unknown
borrvässare,unknown
borstare,unknown
borstbindare,unknown
borstbindereriarbeterska,female
borstbinderiarbetare,unknown
borstbinderiarbeterska,female
borstbinderiförestånderska,female
borstbinderska,female
borstfabriksarbeterska,female
borstförsäljare,unknown
borstförsäljerska,female
borstpolererska,female
borstträfabriksarbetare,unknown
bosättningskonsulent,unknown
boskapshandlare,unknown
boskapskung,male
boss,unknown
bostadsassistent,unknown
bostadsförmedlare,unknown
bostadsförmedlingsförestandare,unknown
bostadsförvaltare,unknown
bostadsingenjör,unknown
bostadsinspektör,unknown
bostadsinspektris,female
bostadskonsulent,unknown
bostadslaneingenjör,unknown
bostadsmästare,unknown
botaniker,unknown
botanist,unknown
bottenbrännare,unknown
bottenbytare,unknown
bottenfärgare,unknown
bottenfyllare,unknown
bottenläderstansare,unknown
bottenmakare,unknown
bottenpolerare,unknown
bottenslipare,unknown
bottenspikare,unknown
bottenstampare,unknown
bottenstämplare,unknown
bottnare,unknown
bottningsberedare,unknown
bottningsförman,unknown
boulevardförsäljare,unknown
bouppteckningsman,unknown
boutredare,unknown
bowlinghallföreståndare,unknown
boxare,male
boxmakare,unknown
brödavsynare,unknown
brödbakerska,female
brödbärerska,female
brödbiträde,unknown
brödbodförestånderska,female
brädgårdsarbetaren,unknown
brädgardsarbetare,unknown
brädgårdsarbetskarl,male
brädgårdsdräng,male
brädgardsfaktor,unknown
brädgardsförman,unknown
brädgardsinspektor,unknown
brädgårdskarl,male
brädgardsmästare,unknown
brödhandelsförestånderska,female
brödhandlerska,female
brödmadam,female
brödmagasinsförestånderska,female
brödmamsell,female
brödmånglerska,female
brödnedslagare,unknown
brödpackare,unknown
brödpaketererska,female
brödräknare,unknown
brödräknerska,female
brödsortererska,female
brödutkörare,unknown
bramin,unknown
brandbefäl,unknown
brandbilförare,unknown
brandchef,unknown
brandförman,unknown
brandingenjör,unknown
brandinspektör,unknown
brandkarl,male
brandman,unknown
brandmästare,unknown
brandpostskötare,unknown
brandserviceman,unknown
brandskadereglerare,unknown
brandskyddsingenjör,unknown
brandstationsförestandare,unknown
brandvakt,unknown
bränneriarbetare,unknown
brännmästare,unknown
brännoperatör,unknown
bränntorvarbetare,unknown
brännvedsinfraktare,unknown
brännvinsadvokat,unknown
brännvinsdrottning,female
brännvinsfabrikör,unknown
brännvinsförsäljerska,female
brännvinsmadam,female
brännvinsmagasinsförestånderska,female
brännvinsmäterska,female
bränsleförsäljare,unknown
bränslefraktare,unknown
bränvinsadvokat,unknown
bränvinsförsäljerska,female
brassa,unknown
brasse,unknown
brattformare,unknown
brättmakare,unknown
brättmästare,unknown
brdtjrumsföreståndare,unknown
brefbärare,unknown
bref-bärerska,female
brefbärerska,female
brevbärarbiträde,unknown
brevbärare,unknown
brevbärarförman,unknown
brevbärerska,female
brevsorterare,unknown
brickflicka,female
bridgeinstruktör,unknown
brigadör,unknown
brigadchef,unknown
brikettarbetare,unknown
brikettavsynare,unknown
brikettpressare,unknown
brinellprovare,unknown
brobyggare,unknown
broby-präst,male
brobypräst,male
brobyriddare,unknown
brodös,female
broddsmed,unknown
brodererska,female
broförare,unknown
brokonstruktör,unknown
brokranförare,unknown
bromaskinist,unknown
bromästare,unknown
bromontör,unknown
bromsprovare,unknown
bronserare,unknown
broplatslagare,unknown
brosslare,unknown
brotschare,unknown
brottarbetare,unknown
brottförman,unknown
brottmålsdomare,unknown
brottmålsnotarie,unknown
brovakt,unknown
brudjungfru,female
brudkontrollant,unknown
bruksägare,unknown
bruksarbetare,unknown
bruksberedare,unknown
bruksdirektör,unknown
bruksdisponent,unknown
bruksdräng,male
bruksfabrikant,male
bruksfaktor,unknown
bruksförvaltare,unknown
brukshantlangerska,female
bruksherr,male
bruksingenjör,unknown
bruksinspektör,unknown
bruksinspektor,unknown
brukskamrer,unknown
brukskarl,male
brukskemist,unknown
brukspatronessa,female
brukspatronsfru,female
brukspatron,male
brukssmed,unknown
brukssnickare,unknown
bruksverkmästare,unknown
brunnsborrare,unknown
brunnsborrarförman,unknown
brunnsborrningsentreprenör,unknown
brunnsgrävare,unknown
brunnsmästare,unknown
brunnssprängare,unknown
brygarfru,female
brygdmästare,unknown
bryggardräng,male
bryggareålderman,male
bryggaredräng,male
bryggare,unknown
bryggeriarbetaren,unknown
bryggeriarbeterska,female
bryggeriarbetskarl,male
bryggeridirektör,male
bryggeridräng,male
bryggerielev,female
bryggeriföreståndare,unknown
bryggeriförman,unknown
bryggerikörkarl,male
bryggeriutkörare,unknown
bryggeriverkmästare,unknown
bryggerska,female
brygghusarbetare,unknown
bryggmästare,unknown
bryolog,unknown
brytarmontör,unknown
bryte,unknown
budbärare,unknown
budbiträde,unknown
budbyräägare,unknown
budcentralchef,unknown
budcentralförestandare,unknown
buddistpräst,unknown
buddräng,male
budgetassistent,unknown
budgetchef,unknown
budgetekonom,unknown
budgetkamrer,unknown
budgetman,unknown
budgetsekreterare,unknown
budgetspecialist,unknown
budkarl,male
budpojke,male
buffébiträde,unknown
buffebiträde,unknown
buffertbordsoperatör,unknown
bulldoserförare,unknown
bultarbetare,unknown
bultavsynare,unknown
bultdragare,unknown
bultgängare,unknown
bultmontör,unknown
bultpressare,unknown
bultsmed,unknown
bultsvarvare,unknown
bundsförvandt,unknown
bunkringsarbetare,unknown
buntare,unknown
buntförman,unknown
buntgallrare,unknown
buntmakare,unknown
buntmakeriarbeterska,female
buntmakerska,female
buntrivare,unknown
buntverksskötare,unknown
burggrefvinna,female
bursombud,unknown
bussägare,unknown
bussbiljettförsäljare,unknown
busschaufför,unknown
bussförare,unknown
bussförman,unknown
bussinredningssnickare,unknown
busskonduktör,unknown
busskontrollant,unknown
busslinjechef,unknown
bussmörjare,unknown
bussreparatör,unknown
bussstationsförestandare,unknown
busstationsbiträde,unknown
busstrafikledare,unknown
busstvättare,unknown
bussvärdinna,female
bussverkstadsarbetare,unknown
buteljavsynare,unknown
buteljglasbruksarbetare,unknown
buteljpackare,unknown
buteljplockare,unknown
buteljprovare,unknown
buteljsköljare,unknown
buteljsköljerska,female
buteljvägare,unknown
butikförestånderska,female
butikfröken,female
butiksägare,unknown
butiksassistent,unknown
butiksbiträde,unknown
butikschef,unknown
butikselev,unknown
butiksexpeditör,unknown
butiksförestandare,unknown
butiksförestånderska,female
butiksfröken,female
butiksfru,female
butiksinnehavare,unknown
