"word","polarity","strength","sense","written_form","part_of_speech","confidence","lemgram","lemgram_frequency","lemma_frequency","example"
"ovärdig","neg",-2,"ovärdig..1","['ovärdig']","av","0.75","ovärdig..av.1",1488,1507,"Som dotter eller hustru känner man sig ovärdig , äcklig , inte värd att älskas ."
"kontaminerbar","neg",-2,"kontaminerbar..1","['kontaminerbar']","av","0.5","kontaminerbar..av.1",0,"None",
"solkig","neg",-2,"solkig..1","['solkig']","av","0.5","solkig..av.1",585,585,"Han gör det helt klart att hans egen ” berättelse ” om Arafat under åren har blivit allt mera solkig och dystert besviken ."
"älskvärd","pos",2,"älskvärd..1","['älskvärd']","av","0.5","älskvärd..av.1",890,890,"Också Time Out New Yorks kritiker låter sig förtjusas och understryker att det är en rar och älskvärd historia ."
"hålla ihop","pos",2,,,"vbm","0.25","hålla_ihop..vbm.1",2850,"None","['tycka..vb.1', 'personligen..ab.1', 'att..sn.1', 'bil..nn.1', 'böra..vb.1', 'hålla_ihop..vbm.1', 'hyffsat', 'för..pp.1', 'en..al.1|den..pn.1', 'peng..nn.1', '.\n']"
"omstridd","neg",-2,,,"av","0.25","omstridd..av.1",8001,8041,"Det är en omstridd skatt som nu försvinner ."
"oppåt","pos",2,"uppåt..2","['oppåt', 'uppåt']","av","1.0","uppåt..av.1",66,40,"Tallen älskar ljus och strävar oppåt och oppåt - Gunnarsson lyfter käpparmen och pekar i höjden ett par gånger - men här finns ju inget utrymme ."
"lustelig","pos",2,"lustelig..1","['lustelig']","av","0.75","lustelig..av.1",6,6,"/ - Så lustelig så rinna de . """
"sträcka på sig","pos",2,,,"vbm","0.25","sträcka_på_sig..vbm.1",298,"None","['han..pn.1', 'sträcka_på_sig..vbm.1', ',', 'räta..vb.1', 'till..pp.1', 'krage..nn.1', 'och..kn.1', 'titta..vb.1', 'stel..av.1', 'in_i..ppm.1', 'migrationsverk..nn.1|Migrationsverk..nn.1', 'kamera..nn.1', '.\n']"
"värka ut","pos",2,"värka_ut..1","['värka ut']","vbm","0.75","värka_ut..vbm.1",46,"None","['en..al.1|den..pn.1', 'annan..pn.1', 'orsak..nn.1', 'vara..vb.1', 'stat..nn.2|stat..nn.1', 'kostnad..nn.1', 'för..pp.1', 'bankkraschen', ',', 'vilka', 'värka_ut..vbm.1', 'under..pp.1', '2010', '.\n']"
"morbid","neg",-2,"morbid..1","['morbid']","av","0.5","morbid..av.1",616,616,"Resten av programtiden , 45 minuter per avsnitt om man räknar bort reklamavbrotten , ägnas huvudsakligen åt att skapa en morbid stämning och frossa i makabra detaljer ."
"lyckligen","pos",2,"lyckligen..1","['lyckligen']","ab","0.5","lyckligen..ab.1",86,86,"Hemma i Sverige ordnade familjen en bröllopsfest i lägenheten för vännerna , så att alla skulle få veta att deras dotter hade blivit lyckligen gift ."
"vissna","neg",-2,,,"vb","0.25","vissna..vb.1",1342,1484,""" Och så meningen som får oss att vissna inifrån ."
"allgod","pos",2,"allgod..1","['allgod']","av","0.75","allgod..av.1",10,10,"Utgångspunkten är det som brukar kallas ” ondskans problem ” , nämligen : om det finns en enda Gud och han är både allsmäktig och allgod , hur kan han då tillåta det onda att finnas till ?"
"flitig","pos",2,,,"av","0.25","flitig..av.1",14833,14931,"Ungefär så uttryckte sig en flitig läsare i min närhet i torsdags morse ."
"läcker","pos",2,,,"av","0.25","läcker..av.1",7020,7025,"I övrigt är menyn koncentrerad på läcker antipasti som också kan intas stående med ett glas vin vid höga bord i baren ."
"ge igen","neg",-2,"ge_igen..1","['ge igen']","vbm","0.5","ge_igen..vbm.1",1313,"None","['nu..ab.1', 'ge_igen..vbm.1', 'Barnevik..pm.1', 'för..pp.1', 'första_gången..abm.1', 'och..kn.1', 'kalla..vb.1', 'Wallenberg..pm.1', 'för..pp.1', 'obeslutsam..av.1', 'och..kn.1', 'en..al.1', 'som', 'man..pn.1', 'inte..ab.1', 'vilja..vb.1', 'hålla_handen..vbm.1', 'i..pp.1', 'när..ab.1', 'den..pn.1', 'blåsa..vb.2|blåsa..vb.1', '.\n']"
"förstärka","pos",2,,,"vb","0.25","förstärka..vb.1",30640,32342,"- Om vi ska fortsätta förstärka personvalet , ska vi ta steget fullt ut med val i enmansvalkretsar ."
"raljant","pos",2,"raljant..1","['raljant']","av","0.5","raljant..av.1",284,284,"Johan berörde där kort Stewarts intresse för unga kvinnor och kallade honom lite raljant för gubbslem ."
"farlig","neg",-2,,,"av","0.25","farlig..av.1",58925,59562,"Han bedöms inte som farlig för allmänheten ."
"låta udda vara jämnt","pos",2,"låta_udda_vara_jämnt..1","['låta udda vara jämnt']","vbm","0.5","låta_udda_vara_jämnt..vbm.1",25,"None","['i..pp.1', 'början..nn.1', 'komma..vb.1', 'den..pn.1', 'ju..ab.1', ',', 'i_så_fall..abm.1', ',', 'max', 'att..ie.1', 'handla..vb.2|handla..vb.1', 'om..pp.1', 'någon..pn.1', 'promenad..nn.1', 'runt..pp.1', 'kvarter..nn.1', ',', 'och..kn.1', 'där..ab.1', 'vara..vb.1', 'den..pn.1', 'bara..ab.1', 'att..ie.1', 'låta_udda_vara_jämnt..vbm.1', 'och..kn.1', 'låta..vb.1', 'han..pn.1', 'ha..vb.1', 'barnvagn..nn.1', 'så..ab.1', 'mycket..ab.1', 'han..pn.1', 'önska..vb.1', '.\n']"
"gapskratta","pos",2,"gapskratta..1","['gapskratta']","vb","0.75","gapskratta..vb.1",460,460,"Hans sätt att dedicera filmen till Tarkovskij fick en del av premiärpubliken att gapskratta efter visningen ."
"försätta","pos",2,,,"vb","0.25","försätta..vb.1",6703,7841,"Sådana spelare kan försätta sig djupt i skuld och ruinera sina familjer , sade Spitzer ."
"underhålla","pos",2,"underhålla..2","['underhålla']","vb","0.75","underhålla..vb.1",14417,14649,"1999 i Helsingfors fastställdes målet att EU senast 2003 skulle vara redo att sätta in och underhålla 60 000 man i fredsbevarande insatser ."
"vänlig","pos",2,"vänlig..1","['vänlig']","av","0.75","vänlig..av.1",15228,15270,"- Hon är en mycket trevlig , vänlig och vaken ung kvinna och otroligt begåvad intellektuellt , sade han ."
"bekröna","pos",2,"bekröna..1","['bekröna']","vb","0.5","bekröna..vb.1",6,8,"['folkhav..nn.1', 'lysa..vb.2|lysa..vb.1', 'i..pp.1', 'nationalfärgen', 'orange..av.1', 'eftersom..sn.1', 'en..al.1', 'mången..pn.1', 'pryda..vb.1', 'sig..pn.1', 'hjässa..nn.1', 'med..pp.1', 'orange..av.1', 'kungakrona..nn.1', 'av..pp.1', 'plast..nn.1', ',', 'alternativt..ab.1|alternativ..av.1', 'annan..pn.1|andra..av.1', 'fantasifull..av.1', 'orange..av.1', 'hatt..nn.1', ',', 'en_del..pnm.1', 'med..pp.1', 'liten..av.1', 'bekröna..vb.1', 'figur..nn.1', 'på..pp.1', 'brätte..nn.1', '.\n']"
"bjärt","pos",2,"bjärt..1","['bjärt']","av","0.5","bjärt..av.1",858,866,"Detta i bjärt kontrast till dyrorten Danderyd där arvsskatten rusat iväg från 113 300 kronor förra året till 375 800 kronor i år , en höjning med drygt en kvarts miljon kronor i bara arvsskatt ."
"inkorrekt","neg",-2,"inkorrekt..1","['inkorrekt']","av","0.5","inkorrekt..av.1",727,729,"I dag är det politiskt inkorrekt att inte göra det ."
"moloken","neg",-2,"moloken..1","['moloken']","av","0.5","moloken..av.1",174,174,"Men trots sitt skräckinjagande namn är moloken inte alls farlig för människor ."
"komma till pass","pos",2,"komma_till_pass..1","['komma till pass', 'komma tillpass']","vbm","0.75","komma_tillpass..vbm.1",1653,"None","['jag..pn.1', 'tycka..vb.1', 'inte..ab.1', 'du..pn.1', 'ha_rätt..vbm.1', 'att..ie.1', 'avsäga..vb.1', 'ni..pn.1', 'barn..nn.1', 'en..al.1|den..pn.1', 'inkomst..nn.1', ',', 'den..pn.1', 'komma..vb.1', 'att..ie.1', 'komma_tillpass..vbm.1', 'väl..ab.1', 'en..al.1', 'dag..nn.1', '.\n']"
"förmera","neg",2,"förmer..1","['förmera', 'förmer']","av","1.0","förmer..av.1",1,117,"Investors roll i sfären är att utveckla och förmera innehaven , samtidigt som förvaltningen sker på lång sikt och utan bortre tidsgräns ."
"ur spel","neg",-2,"ur_spel..1","['ur spel']","avm","0.75","ur_spel..avm.1",2026,"None","['den..pn.1', 'vara..vb.1', 'ur..pp.1', 'demokratisk..av.1', 'synvinkel..nn.1', 'förkastlig..av.1', 'och..kn.1', 'sätta..vb.1', 'helt..ab.1|hel..av.1', 'ur_spel..avm.1', ',', 'en..al.1|den..pn.1', 'sista..av.1', 'utpost..nn.1', 'som', 'skola..vb.2', 'förhindra..vb.1', 'att..sn.1', 'politisk..av.1', 'beslut..nn.1', 'tas..vb.1|ta..vb.1', 'på..pp.1', 'felaktig..av.1', 'och..kn.1', 'rent_av..abm.1', 'opportunistisk..av.1', 'grund..nn.1', '.\n']"
"skunkig","neg",-2,"skunkig..1","['skunkig']","av","1.0","skunkig..av.1",4,4,"['äcklig..av.1', 'och..kn.1', 'skunkig..av.1', 'cigg..nn.1', 'på..pp.1', 'denna..pn.1', 'planet..nn.1', '.\n']"
"såld","pos",2,"såld..2","['såld']","av","0.75","såld..av.1",73,12030,"Telias mobiltelefonienhet tjänade under det sista kvartalet i fjol 42 kronor per såld hundralapp , före räntekostnader , skatt och avskrivningar ."
"avtvå","pos",2,"avtvå..1","['avtvå']","vb","0.5","avtvå..vb.1",21,22,"Det är det enda sättet för honom att ” avtvå ” sig brottet , som Dunja uttrycker det ."
"städa undan","pos",2,"städa_undan..1","['städa undan']","vbm","0.5","städa_undan..vbm.1",444,"None","['TAVASTEHUS', ':', '71-årige', 'Toivo', 'Lampinen', 'böja..vb.1', 'sig..pn.1', 'ned..ab.1', 'och..kn.1', 'städa_undan..vbm.1', 'en..al.1', 'utbränd..av.1', 'ljus..nn.1', 'framför..pp.1', 'minnessten..nn.1', '.\n']"
"ordblind","neg",-2,,,"av","0.25","ordblind..av.1",111,118,"Kjell Inge Røkke förklarade i rätten att han är ordblind och därför ville ta provet för beviset privat ."
"tacksam","pos",2,"tacksam..2","['tacksam']","av","0.75","tacksam..av.1",25527,25564,"Ett beslut som förbundskapten Domanski-Lyfors säkerligen är tacksam för ."
"sorglustig","pos",2,"sorglustig..1","['sorglustig']","av","0.5","sorglustig..av.1",183,183,"En sorglustig historia fylld av Marthalers långsamma slapstick , som kyparen som ständigt håller en liten bricka med ett ölglas oavsett om han sover , ramlar eller rättar till det evigt fallande porträttet ."
"sudda","pos",2,"sudda..2","['sudda']","vb","0.5","sudda..vb.1",908,3318,"Vi lyssnade på Sudda sudda ut din sura min i stället ."
"jubla","pos",2,"jubla..1","['jubla']","vb","1.0","jubla..vb.1",10326,10354,"Man kan ha storstädning på fredag , där huset är så skinande rent och dammfritt att Michael Jackson skulle jubla ."
"tvålfager","pos",2,"tvålfager..1","['tvålfager']","av","0.75","tvålfager..av.1",64,64,"SVT2 , kl 20.00 Det räcker inte att vara tvålfager för att vinna Texas årliga skönhetstävling ."
"väluppfostrad","pos",2,,,"av","0.25","väluppfostrad..av.1",792,795,"En väluppfostrad dotter skulle ständigt hållas sysselsatt , med allt från matlagning till handarbete , vilket ansågs även andligen danande i väntan på äktenskap ."
"energisk","pos",2,,,"av","0.25","energisk..av.1",3972,4005,"Det är nämligen påfallande hur energisk nybyggnationen varit ."
"nedgången","neg",-2,"nedgången..1","['nedgången', 'nergången']","av","1.0","nergången..av.1",169,819,"Ringholm bedömer nedgången i inflationen som positiv ."
"illparig","pos",2,"illparig..1","['illparig']","av","0.5","illparig..av.1",2,2,"Enligt Stockholms gatunamn är ordet "" ormsaltare "" dialektalt och betyder "" illparig , listig människa "" och enligt Björn Hasselblad ( Stockholmskvarter ) härrör namnet från en tysk invandrare med namn Alexander Ormesälter ."
"förstörd","neg",-2,"förstörd..1","['förstörd']","av","0.75","förstörd..av.1",366,8868,"- Just nu är närmare 40 personer sjuka , många har tvingats besöka läkare och hela semesterveckan är förstörd , säger Heinz Kiso , en av hotellgästerna , till Göteborgs-Posten ."
"modlös","neg",-2,"modlös..1","['modlös']","av","0.5","modlös..av.1",78,78,"TENNIS : Chanslös , men inte modlös ."
"svårlöst","neg",-2,"svårlöst..1","['svårlöst']","av","0.5","svårlöst..av.1",928,971,"En svårlöst knut blir sessionssalarna med sin domstolsinredning ."
"docksöt","pos",2,"docksöt..1","['docksöt']","av","0.5","docksöt..av.1",63,63,"Den lilla flickan är söt , men inte docksöt ."
"kvickna till","pos",2,"kvickna_till..1","['kvickna till']","vbm","0.75","kvickna_till..vbm.1",352,"None","['vi..pn.1', 'känna..vb.2|känna..vb.1', 'nu..ab.1', 'också..ab.1', 'att..sn.1', 'en..al.1|den..pn.1', 'europeisk..av.1', 'industrikonjunkturen', 'förefalla..vb.1', 'att..sn.1', 'kvickna_till..vbm.1', 'rejäl..av.1', ',', 'säga..vb.1', 'Arp.Det', 'sista..av.1', 'vara..vb.1', 'viktig..av.1', 'för..pp.1', 'Trelleborg..pm.1', 'som', 'ha..vb.1', 'mellan..pp.1', '60', 'och..kn.1', '65', 'procent..nn.1', 'av..pp.1', 'sig..pn.1', 'försäljning..nn.1', 'i..pp.1', 'Europa.Försäljningen.', '..\n']"
"utom sig","pos",2,"över_sig..1","['utom sig']","avm","0.75","utom_sig..avm.1",334,"None","['jag..pn.1', 'ta..vb.1', 'för..pp.1', 'vana..nn.1', 'att..ie.1', 'ta..vb.1', 'med..pp.1', 'soppåse..nn.1', 'eller..kn.1', 'klädstreck..nn.1', 'när..ab.1', 'jag..pn.1', 'skola..vb.2', 'till..ab.1', 'bil..nn.1', ',', 'för..pp.1', 'att..sn.1', 'hon..pn.1', 'inte..ab.1', 'skola..vb.2', 'bli..vb.1', 'utom_sig..avm.1', '.\n']"
"finfin","pos",3,"finfin..1","['finfin']","av","0.75","finfin..av.1",2976,2977,"Träning i går på en finfin gräsmatta på Malmö stadion ."
"gräma","neg",-2,"gräma..1","['gräma']","vb","0.5","gräma..vb.1",172,1253,"Skulle jag nu tappa någon placering för det så kommer jag att gräma mig ordentligt , skriver PG Lundmark ."
"uppgiven","neg",-2,,,"av","0.25","uppgiven..av.1",8354,8480,"Globaliseringsmotståndaren i sin ruta i det nedre högra hörnet ser uppgiven ut ."
"råna","neg",-2,,,"vb","0.25","råna..vb.1",11527,11540,"Tågvärden blev överfallen av fyra gärningsmän som försökte råna honom på mobilen ."
"jättetråkig","neg",-3,"jättetråkig..1","['jättetråkig']","av","0.5","jättetråkig..av.1",1207,1207,"Pernilla säger att hon minns den gamla Pernilla väl ( vid vissa hjärnskador kan minnet gå förlorat ) , och att hon ( den gamla Pernilla ) var tråkig , jättetråkig ."
"gravid","pos",2,,,"av","0.25","gravid..av.1",73127,73187,"När hon blev gravid och kom till mödravården och berättade om sina upplevelser blev hon direkt remitterad till Auroramottagningen på Karolinska Universitetssjukhuset ."
"ursnygg","pos",3,"ursnygg..1","['ursnygg']","av","0.5","ursnygg..av.1",306,306,"Som en ursnygg handdator , men absolut ingen kontorspryl ."
"smickra","pos",2,"smickra..1","['smickra']","vb","0.75","smickra..vb.1",3304,3339,"Han underkänner drivkraften bakom sitt författarskap : "" smickra kritiken "" , "" tillfredsställa publiken "" , "" polerade sanningar "" , "" brist på uppriktighet "" ."
"bejubla","pos",2,"bejubla..1","['bejubla']","vb","0.75","bejubla..vb.1",1099,1099,"Den borgerliga alliansens konvent i veckan ska inte fatta några beslut utan snarare bejubla de fyra partiernas enighet ."
"till lags","pos",2,"till_lags..1","['till lags']","avm","0.75","till_lags..avm.1",765,"None","['jag..pn.1', 'ha..vb.1', 'aldrig..ab.1', 'träffa..vb.1', 'en..al.1', 'häst..nn.1', 'som', 'vilja..vb.1|vela..vb.1', 'vara..vb.2|vara..vb.1', 'så..ab.1', 'mycket..ab.1', 'till_lags..avm.1', 'som', 'Picasso..pm.1', '.\n']"
"förnöja","pos",2,"förnöja..1","['förnöja']","vb","0.75","förnöja..vb.1",193,311,"Men till formen liknar den en tjuvroman eller skälmroman - där den råbarkade men känslige och i grunden geniale hjälten berättar sitt livs historia , förvandlar sina lidanden till äventyr för att förnöja oss och samtidigt vädjar om vår barmhärtighet , medkänsla och nåd ."
"blixtrande","pos",2,,,"av","0.25","blixtrande..av.1",0,902,"Jag hade blixtrande huvudvärk och hörde inte längre på höger öra ."
"smickrande","pos",2,"smickrande..1","['smickrande']","av","0.5","smickrande..av.1",4,2192,"Schweiziska tidningar har också skrivit spaltkilometer om Ebners föga smickrande vänskap med Christoph Blocher , en politiker som jämförs med högerpopulister som Jörg Haider i Österrike och Jean-Marie Le Pen i Frankrike ."
"k-märka","pos",2,,,"vb","0.25","k-märka..vb.1",485,926,"I maj 2002 beslutade Statens sjöhistoriska museer att k-märka "" Drottningholm "" ."
"förtjänstfull","pos",2,"förtjänstfull..1","['förtjänstfull']","av","1.0","förtjänstfull..av.1",1539,1555,"Bland annat bidrar studien med förtjänstfull kunskap om skillnader i hur Sveriges riksdagsledamöter uppfattar mediedrev ."
"harangerbar","pos",2,"harangerbar..1","['harangerbar']","av","0.5","harangerbar..av.1",0,"None",
"äga","pos",2,"äga..3","['äga']","vb","0.75","äga..vb.2",0,145307,"Med stöd av 7 kapitlet 11 § miljöbalken har Skogsstyrelsen bemyndigats att i enskilda fall besluta om biotopskydd.1110 Det ställs inga krav på att området ska äga unika egenskaper,1111 men vilka typer av områden som får skyddas via bestämmelsen är begränsade till de av regeringen uppräknade i bilaga 2 till förordningen om områdesskydd ."
"snyfta","neg",-2,"snyfta..1","['snyfta']","vb","0.75","snyfta..vb.1",929,943,"Det blev knappast mer än ett försök som avbröts när kvinnan började snyfta och dessutom blöda ur underlivet ."
"ljuvlig","pos",2,"ljuvlig..1","['ljuvlig']","av","0.5","ljuvlig..av.1",4458,4487,"Serveras med en ljuvlig tryffeldressing ."
"anslående","pos",2,"anslående..1","['anslående']","av","0.5","anslående..av.1",0,376,"Skylten är kvadratisk , vit och svart med gulfärgade mynt i en hand och inte särskilt anslående ."
"skämtsam","pos",2,"skämtsam..1","['skämtsam']","av","0.75","skämtsam..av.1",2911,2913,"Men i mer skämtsam ton - och i typisk Bush-stil - tillade han :"
"ärlig","pos",2,"ärlig..1","['ärlig']","av","0.75","ärlig..av.1",16668,21419,"Tyvärr visades inget av detta i fungerande skick , så steget till serietecknarens eller filmens fantasier kändes inte så stort , om man skall vara ärlig ."
"smårolig","pos",2,"smårolig..1","['smårolig']","av","0.75","smårolig..av.1",206,206,"Car-Men är charmig och smårolig men når inte riktigt upp till tidigare Kylian-filmer , exempelvis Birthday ."
"klacka","pos",2,"klacka..1","['klacka']","vb","0.5","klacka..vb.1",456,456,"– Jag hann inte vända mig och var tvungen att försöka klacka ut bollen , förklarar den isländske mittbacken med ett leende ."
